name,common_name,name_type
Cloud 9,synthetic cathinones,street_name
Cosmic Beast,synthetic cathinones,street_name
Drone,synthetic cathinones,street_name
Energy-1,synthetic cathinones,street_name
Explosion,synthetic cathinones,street_name
Flakka,synthetic cathinones,street_name
Gravel,synthetic cathinones,street_name
Insect Repellent,synthetic cathinones,street_name
Ivory Wave,synthetic cathinones,street_name
Jewelry Cleaner,synthetic cathinones,street_name
Lunar Wave,synthetic cathinones,street_name
M-Cat,synthetic cathinones,street_name
Meow-Meow,synthetic cathinones,street_name
Ocean Burst,synthetic cathinones,street_name
Phone Screen Cleaner,synthetic cathinones,street_name
Plant Feeder,synthetic cathinones,street_name
Plant Food,synthetic cathinones,street_name
Pure Ivory,synthetic cathinones,street_name
Purple Wave,synthetic cathinones,street_name
Recharge,synthetic cathinones,street_name
Red Dove,synthetic cathinones,street_name
Salting,synthetic cathinones,street_name
Scarface,synthetic cathinones,street_name
Snow Leopard,synthetic cathinones,street_name
Stardust,synthetic cathinones,street_name
Vanilla Sky,synthetic cathinones,street_name
White Dove,synthetic cathinones,street_name
White Knight,synthetic cathinones,street_name
White Lightening,synthetic cathinones,street_name
White Magic,synthetic cathinones,street_name
Wicked X,synthetic cathinones,street_name
Zoom,synthetic cathinones,street_name
Captain Cody,codeine,street_name
Cody,codeine,street_name
Schoolboy,codeine,street_name
Doors & Fours,codeine,street_name
Pancakes & Syrup,codeine,street_name
Loads,codeine,street_name
Demmies,Meperedine,street_name
Pain Killer,Meperedine,street_name
Abstral,fentanyl,brand_name
Actiq,fentanyl,brand_name
Avinza,morphine sulfate extended-release capsules,brand_name
Butrans,buprenorphine transdermal system,brand_name
Demerol,meperidine;isonipecaine;pethidine,brand_name
Dilaudid,hydromorphone;dihydromorphinone,brand_name
Dolophine,methadone hydrochloride tablets,brand_name
Duragesic,fentanyl transdermal system,brand_name
Fentora,fentanyl,brand_name
Hysingla,hydrocodone,brand_name
Methadose,methadone,brand_name
Morphabond,morphine,brand_name
Nucynta ER,tapentadol extended-release oral tablets,brand_name
Onsolis,fentanyl,brand_name
Oramorph,morphine,brand_name
Oxaydo,oxycodone,brand_name
Roxanol-T,morphine,brand_name
Sublimaze,fentanyl,brand_name
Xtampza ER,oxycodone,brand_name
Zohydro ER,hydrocodone,brand_name
Anexsia,hydrocodone containing acetaminophen,brand_name
Co-Gesic,hydrocodone containing acetaminophen,brand_name
Embeda,morphine sulfate and naltrexone extended-release capsules,brand_name
Exalgo,hydromorphone hydrochloride extended-release tablets,brand_name
Hycet,hydrocodone containing acetaminophen,brand_name
Hycodan,hydrocodone containing homatropine,brand_name
Hydromet,hydrocodone containing homatropine,brand_name
Ibudone,hydrocodone containing ibuprofen,brand_name
Kadian,morphine sulfate extended-release tablets,brand_name
Liquicet,hydrocodone containing acetaminophen,brand_name
Lorcet,hydrocodone containing acetaminophen,brand_name
Lorcet Plus,hydrocodone containing acetaminophen,brand_name
Lortab,hydrocodone containing acetaminophen,brand_name
Maxidone,hydrocodone containing acetaminophen,brand_name
MS Contin,morphine sulfate controlled-release tablets,brand_name
Norco,hydrocodone containing acetaminophen,brand_name
Opana ER,oxymorphone hydrochloride extended-release tablets,brand_name
OxyContin,oxycodone hydrochloride controlled-release tablets,brand_name
Oxycet,oxycodone containing acetaminophen,brand_name
Palladone,hydromorphone hydrochloride extended-release capsules,brand_name
Percocet,oxycodone containing acetaminophen,brand_name
Percodan,oxycodone containing aspirin,brand_name
Reprexain,hydrocodone containing ibuprofen,brand_name
Rezira,hydrocodone containing pseudoephedrine,brand_name
Roxicet,oxycodone containing acetaminophen,brand_name
Targiniq ER,oxycodone containing naloxone,brand_name
TussiCaps,hydrocodone containing chlorpheniramine,brand_name
Tussionex,hydrocodone containing chlorpheniramine,brand_name
Tuzistra XR,codeine containing chlorpheniramine,brand_name
Tylenol #3 and #4,codeine containing acetaminophen,brand_name
Vicodin,hydrocodone containing acetaminophen,brand_name
Vicodin ES,hydrocodone containing acetaminophen,brand_name
Vicodin HP,hydrocodone containing acetaminophen,brand_name
Vicoprofen,hydrocodone containing ibuprofen,brand_name
Vituz,hydrocodone containing chlorpheniramine,brand_name
Xartemis XR,oxycodone containing acetaminophen,brand_name
Xodol,hydrocodone containing acetaminophen,brand_name
Zolvit,hydrocodone containing acetaminophen,brand_name
Zutripro,hydrocodone containing chlorpheniramine and pseudoephedrine,brand_name
Zydone,hydrocodone containing acetaminophen,brand_name
Fentanyl,fentanyl extended-release transdermal system,brand_name
Methadone hydrochloride,methadone hydrochloride tablets;methadone hydrochloride oral solution,brand_name
Morphine sulfate,morphine sulfate extended-release capsules;morphine sulfate extended-release tablets,brand_name
Oxymorphone hydrochloride,oxymorphone hydrochloride extended-release tablets,brand_name
