NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
TISSUE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
TOP GUN,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
TROOP,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
SUVOREXANT,SUVOREXANT,GENERIC_NAME,SUVOREXANT,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ULTIMATE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
UP,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
UZI,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BROMAZEPAM,BROMAZEPAM,GENERIC_NAME,BROMAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
WAVE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
WHITE BALL,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
WHITE GHOST,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ALFENTANIL,ALFENTANIL,GENERIC_NAME,ALFENTANIL,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
WHITE SUGAR,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
WHITE TORNADO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
WRECKING CREW,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
YAHOO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
YALE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
YIMYOM,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
51S,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BUFOTENIN,BUFOTENIN,GENERIC_NAME,BUFOTENIN,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
151S,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
501S,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
APPLE JACK,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BABY T,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BASE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BASEBALL,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FENFLURAMINE,FENFLURAMINE,GENERIC_NAME,FENFLURAMINE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BAZOOKA,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FLURAZEPAM,FLURAZEPAM,GENERIC_NAME,FLURAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BEAM ME UP,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BEAUTIFUL BOULDERS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BEEMER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BILL BLASS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BINGS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BJ,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BLACK ROCK,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BLOWCAINE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BLOWOUT,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BLUE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BOBO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BOLO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BOMB,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BONE CRUSHER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BONE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
REMIFENTANIL,REMIFENTANIL,GENERIC_NAME,REMIFENTANIL,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BOO-BOO,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BOULDER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BOY,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
SUFENTANIL,SUFENTANIL,GENERIC_NAME,SUFENTANIL,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BREAKFAST OF CHAMPIONS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BUBBLE GUM,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BULLION,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ZOPICLONE,ZOPICLONE,GENERIC_NAME,ZOPICLONE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BUMP,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CANDY,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
AH-7921,AH-7921,GENERIC_NAME,AH-7921,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CAPS,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CASPER THE GHOST,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CAVIAR,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CD,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
JWH-203,JWH-203,GENERIC_NAME,JWH-203,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHEAP BASING,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
PENTYLONE,PENTYLONE,GENERIC_NAME,PENTYLONE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHEWIES,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHINGY,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLICKER,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLIMAX,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLOUD,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLOUD NINE,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COOKIES,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CRC,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CRIB,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CRUNCH AND MUNCH,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DEVIL,CRACK COCAINE,STREET_NAME,CRACK COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ECSTASY/MDMA,ECSTASY/MDMA,GENERIC_NAME,ECSTASY/MDMA,SCHEDULE I,,,
ECSTASY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
MDMA,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
MOLLY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
ADAM,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BABY SLITS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BEANS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BLUE KISSES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BLUE SUPERMAN,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BOMBS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BOOTY JUICE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
CANDY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
CHOCOLATE CHIPS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
CLARITY,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
DANCING SHOES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
DECADENCE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
DISCO BISCUITS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
DOCTOR,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
DOMEX,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
DROP,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
E,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
E-BOMB,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
EGG ROLLS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
ESSENCE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
EVE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
GO,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
GOOG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
GREEN APPLE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
HAPPY PILL,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
CLOBAZAM,CLOBAZAM,GENERIC_NAME,CLOBAZAM,SCHEDULE IV,,,BENZODIAZEPINE
HUG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
HUG DRUG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
KLEENEX,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
LOVE DOCTOR,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
LOVE DRUG,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
LOVE FLIP,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
LOVE POTION #9,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
LOVE TRIP,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
LOVER’S SPEED,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
MALCOLM X,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
MOON ROCK,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
IBOGAINE,IBOGAINE,GENERIC_NAME,IBOGAINE,SCHEDULE I,,,
PEACE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
PINGAZ,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
PINGERS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
ROLLS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
ROLLING,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
RUNNING,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
SCOOBY SNACKS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
SKITTLE,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
PEMOLINE,PEMOLINE,GENERIC_NAME,PEMOLINE,SCHEDULE IV,,,DRUG
SMACKS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
SLITS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
PHENDIMETRAZINE,PHENDIMETRAZINE,GENERIC_NAME,PHENDIMETRAZINE,SCHEDULE III,,,DRUG
SMARTIES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
SPEED FOR LOVERS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
SWEETS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
TALBUTAL,TALBUTAL,GENERIC_NAME,TALBUTAL,SCHEDULE III,,,BARBITURATE
TACHA,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
THIZZ,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
TRIPLE STACKS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
UPPERS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
VITAMIN E,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
VITAMIN X,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
VOWELS,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
WHITE MERCEDES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
X,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BUTABARBITAL,BUTABARBITAL,GENERIC_NAME,BUTABARBITAL,SCHEDULE III,,,AID
XTC,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BUTALBITAL,BUTALBITAL,GENERIC_NAME,BUTALBITAL,SCHEDULE III,,,BARBITURATE
YOKES,ECSTASY/MDMA,STREET_NAME,ECSTASY/MDMA,SCHEDULE I,,,
BUTYLONE,BUTYLONE,GENERIC_NAME,BUTYLONE,SCHEDULE I,,,ENTACTOGEN
HYDROCODONE,HYDROCODONE,GENERIC_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
NORCO,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
VICODIN,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
LORCET,HYDROCODONE,BRAND_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
357S,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
BANANAS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
DONES,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
ESTAZOLAM,ESTAZOLAM,GENERIC_NAME,ESTAZOLAM,SCHEDULE IV,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
DRO,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
DROCO,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
FLUFF,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
HYDROS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
IDIOT PILLS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
LEMONADE,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
LORRIES,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
SCRATCH,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
TABS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
TRIPLE V,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
METHYLONE,METHYLONE,GENERIC_NAME,METHYLONE,SCHEDULE I,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
VEEKS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
VICS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
VIKES,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
V-ITAMIN,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
OXANDROLONE,OXANDROLONE,GENERIC_NAME,OXANDROLONE,SCHEDULE III,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
WATSONS-387,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
WATSONS,HYDROCODONE,STREET_NAME,HYDROCODONE,SCHEDULE II,RE301,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
DILAUDID,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
PENTOBARBITAL,PENTOBARBITAL,GENERIC_NAME,PENTOBARBITAL,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
D,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
PHENMETRAZINE,PHENMETRAZINE,GENERIC_NAME,PHENMETRAZINE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
DILLIES,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
K4,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
NEEDLE CANDY,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
FOOTBALLS,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
JUICE,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
SMACK,HYDROMORPHONE,STREET_NAME,HYDROMORPHONE,SCHEDULE II,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
QUAZEPAM,QUAZEPAM,GENERIC_NAME,QUAZEPAM,SCHEDULE IV,CN101,OPIOID ANALGESICS,OPIOID ANALGESICS
METHAMPHETAMINE,METHAMPHETAMINE,GENERIC_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
DIABLO,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
EVIL SISTER,METHAMPHETAMINE,STREET_NAME,METHAMPHETAMINE,SCHEDULE II,CN801,AMPHETAMINES,AMPHETAMINES
