NAME,GENERIC_NAME,NAME_TYPE,FULL_GENERIC_NAME,FDA_SCHEDULE,VA_CLASS,VA_CATEGORY,CATEGORY
PINGOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
PINTURA BLANCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
POLI,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
POLLO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
POLVO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
POWDER DIAMONDS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
METHAQUALONE,METHAQUALONE,GENERIC_NAME,METHAQUALONE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
PUMA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
PURITAIN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
QUADROS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
QUESO BLANCO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
RACEHORSE CHARLIE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
RAMBO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BENZPHETAMINE,BENZPHETAMINE,GENERIC_NAME,BENZPHETAMINE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
REFRESCO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
REFRESCAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
PEARL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
LINE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HUBBA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GRINGA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FLAKE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DUST,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHEVY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHEYENNE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
TEMAZEPAM,TEMAZEPAM,GENERIC_NAME,TEMAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHICA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHICANITAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHINOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CHIVA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ETHCHLORVYNOL,ETHCHLORVYNOL,GENERIC_NAME,ETHCHLORVYNOL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CIELO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLEAR KIND,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLEAR TIRES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COCA-COLA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COCAZO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COCONUT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COKE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COLA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COLORADO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COMIDA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COMIDA DULCE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CONNIE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COOKIE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COSA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COSO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
COSOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
TILETAMINE,TILETAMINE,GENERIC_NAME,TILETAMINE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CROW,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CRUSTY TREATS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CUADRO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DEATH VALLEY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DESIGNER JEANS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DEVIL’S DANDRUFF,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DIAMONDS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DIENTE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BARBITAL,BARBITAL,GENERIC_NAME,BARBITAL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DIENTON,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BOLDENONE,BOLDENONE,GENERIC_NAME,BOLDENONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DIESEL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DIOSA BLANCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DONA BLANCA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DOUBLE BUBBLE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLORAZEPATE,CLORAZEPATE,GENERIC_NAME,CLORAZEPATE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DOUBLE LETTERS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DOVE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DREAM,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DULCES,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DURACELL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DURAZNO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DURO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DUST,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ESCAMA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
METANDIENONE,METANDIENONE,GENERIC_NAME,METANDIENONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ESCORPINO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FALOPA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
METHOHEXITAL,METHOHEXITAL,GENERIC_NAME,METHOHEXITAL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FEF1,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FICHAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
NORDAZEPAM,NORDAZEPAM,GENERIC_NAME,NORDAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FIESTA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FIRE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
OXYMETHOLONE,OXYMETHOLONE,GENERIC_NAME,OXYMETHOLONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FISH,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FISH SCALE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
QUINBOLONE,QUINBOLONE,GENERIC_NAME,QUINBOLONE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FLAKE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FLEA MARKET JEANS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FLORIDA SNOW,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FLOUR,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FOOD,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FOOLISH POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
"2,5-DIMETHOXY-4-ETHYLAMPHETAMINE","2,5-DIMETHOXY-4-ETHYLAMPHETAMINE",GENERIC_NAME,"2,5-DIMETHOXY-4-ETHYLAMPHETAMINE",SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FOX,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
4-METHYLAMINOREX,4-METHYLAMINOREX,GENERIC_NAME,4-METHYLAMINOREX,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FREEZE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FRISKIE POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FRULA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
FUNTIME,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GABACHO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GALAXY,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GALLOS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GATO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DEXTROMORAMIDE,DEXTROMORAMIDE,GENERIC_NAME,DEXTROMORAMIDE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GIFT OF THE SUN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GIN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GIRL,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DIHYDROMORPHINE,DIHYDROMORPHINE,GENERIC_NAME,DIHYDROMORPHINE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GIRLFRIEND,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DIPIPANONE,DIPIPANONE,GENERIC_NAME,DIPIPANONE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GLAD STUFF,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GOLD DUST,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GREEN GOLD,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GRINGA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GRINGITO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GROUT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GUERILLO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GUEROS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
GUITAR,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
METENOLONE ENANTHATE,METENOLONE ENANTHATE,GENERIC_NAME,METENOLONE ENANTHATE,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
H1,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
METHARBITAL,METHARBITAL,GENERIC_NAME,METHARBITAL,SCHEDULE III,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HAI HIT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
METHYLPHENOBARBITAL,METHYLPHENOBARBITAL,GENERIC_NAME,METHYLPHENOBARBITAL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HAMBURGER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HAPPY DUST,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HAPPY POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HAPPY TRAILS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HEAVEN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HEAVEN DUST,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HEAVY ONE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HEN,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HENRY VIII,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HH,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HHJ,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
PRAZEPAM,PRAZEPAM,GENERIC_NAME,PRAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HIGH HEAT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
4-METHYLTHIOAMPHETAMINE,4-METHYLTHIOAMPHETAMINE,GENERIC_NAME,4-METHYLTHIOAMPHETAMINE,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HMH,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
AMFEPRAMONE,AMFEPRAMONE,GENERIC_NAME,AMFEPRAMONE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HOOTER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
AMINOREX,AMINOREX,GENERIC_NAME,AMINOREX,SCHEDULE I,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
HUNDAI,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
7,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BUTORPHANOL,BUTORPHANOL,GENERIC_NAME,BUTORPHANOL,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
62,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CAMAZEPAM,CAMAZEPAM,GENERIC_NAME,CAMAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
77,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
777,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CINOLAZEPAM,CINOLAZEPAM,GENERIC_NAME,CINOLAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
921,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLOTIAZEPAM,CLOTIAZEPAM,GENERIC_NAME,CLOTIAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
A-1,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
CLOXAZOLAM,CLOXAZOLAM,GENERIC_NAME,CLOXAZOLAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ADIDAS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ALL-AMERICAN DRUG,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ANCLA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ANGEL POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ANGIE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DEXFENFLURAMINE,DEXFENFLURAMINE,GENERIC_NAME,DEXFENFLURAMINE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ANIMALS,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DICHLORALPHENAZONE,DICHLORALPHENAZONE,GENERIC_NAME,DICHLORALPHENAZONE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
APACHE,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
APODO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
DOXEFAZEPAM,DOXEFAZEPAM,GENERIC_NAME,DOXEFAZEPAM,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ARRIBA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
AUDI,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
AUNT,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
AUNT NORA,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
ETHYL LOFLAZEPATE,ETHYL LOFLAZEPATE,GENERIC_NAME,ETHYL LOFLAZEPATE,SCHEDULE IV,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
AZUCAR,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BABY POWDER,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BARRATO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
BASUCO,COCAINE,STREET_NAME,COCAINE,SCHEDULE II,NT300,"ANESTHETICS,MUCOSAL","ANESTHETICS,MUCOSAL"
