id,name,name_type,full_generic_name,category,fda_schedule
2296,roofies,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2297,roofinol,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2298,rophies,street_name,zolpidem,"sedatives/hypnotics,other",schedule iv
2299,eszopiclone,generic_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2300,lunesta,brand_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2301,date rape drug,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2302,forget-me pill,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2303,mexican valium,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2304,r2,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2305,roche,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2306,roofies,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2307,roofinol,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2308,rophies,street_name,eszopiclone,"sedatives/hypnotics,other",schedule iv
2309,sonata,brand_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2310,zaleplon,generic_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2311,date rape drug,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2312,forget-me pill,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2313,mexican valium,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2314,r2,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2315,roche,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2316,roofies,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2317,roofinol,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2318,rophies,street_name,zaleplon,"sedatives/hypnotics,other",schedule iv
2319,amobarbital,generic_name,amobarbital,barbituric acid derivative sedatives/hypnotics,
2320,amytal,brand_name,amobarbital,barbituric acid derivative sedatives/hypnotics,
2321,barbs,street_name,amobarbital,barbituric acid derivative sedatives/hypnotics,
2322,red birds,street_name,amobarbital,barbituric acid derivative sedatives/hypnotics,
2323,reds,street_name,amobarbital,barbituric acid derivative sedatives/hypnotics,
2324,yellows,street_name,amobarbital,barbituric acid derivative sedatives/hypnotics,
2325,yellow jackets,street_name,amobarbital,barbituric acid derivative sedatives/hypnotics,
2326,paroxetine,generic_name,paroxetine,"antidepressants,other",rx-only
2327,paxil,brand_name,paroxetine,"antidepressants,other",rx-only
2328,bottled smiles,street_name,paroxetine,"antidepressants,other",rx-only
2329,happy pill,street_name,paroxetine,"antidepressants,other",rx-only
2330,miracle drug,street_name,paroxetine,"antidepressants,other",rx-only
2331,wonder drug,street_name,paroxetine,"antidepressants,other",rx-only
2332,fluoxetine,generic_name,fluoxetine,"antidepressants,other",rx-only
2333,prozac,brand_name,fluoxetine,"antidepressants,other",rx-only
2334,bottled smiles,street_name,fluoxetine,"antidepressants,other",rx-only
2335,happy pill,street_name,fluoxetine,"antidepressants,other",rx-only
2336,miracle drug,street_name,fluoxetine,"antidepressants,other",rx-only
2337,wonder drug,street_name,fluoxetine,"antidepressants,other",rx-only
2338,sertraline,generic_name,sertraline,"antidepressants,other",rx-only
2339,zoloft,brand_name,sertraline,"antidepressants,other",rx-only
2340,bottled smiles,street_name,sertraline,"antidepressants,other",rx-only
2341,happy pill,street_name,sertraline,"antidepressants,other",rx-only
2342,miracle drug,street_name,sertraline,"antidepressants,other",rx-only
2343,wonder drug,street_name,sertraline,"antidepressants,other",rx-only
2344,phentermine,generic_name,phentermine,centrally-acting appetite suppressants,schedule iv
2345,ionamin,brand_name,phentermine,centrally-acting appetite suppressants,schedule iv
2346,adipex,brand_name,phentermine,centrally-acting appetite suppressants,schedule iv
2347,crank,street_name,phentermine,centrally-acting appetite suppressants,schedule iv
2348,fastin,street_name,phentermine,centrally-acting appetite suppressants,schedule iv
2349,fen-phen,street_name,phentermine,centrally-acting appetite suppressants,schedule iv
2350,nandrolone,generic_name,nandrolone,androgens/anabolics,schedule iii
2351,testosterone,generic_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2352,arnolds,street_name,nandrolone,androgens/anabolics,schedule iii
2353,gym candy,street_name,nandrolone,androgens/anabolics,schedule iii
2354,juice,street_name,nandrolone,androgens/anabolics,schedule iii
2355,muscle builders,street_name,nandrolone,androgens/anabolics,schedule iii
2356,pumpers,street_name,nandrolone,androgens/anabolics,schedule iii
2357,roids,street_name,nandrolone,androgens/anabolics,schedule iii
2358,stackers,street_name,nandrolone,androgens/anabolics,schedule iii
2359,weight gainers,street_name,nandrolone,androgens/anabolics,schedule iii
2360,steroids,street_name,nandrolone,androgens/anabolics,schedule iii
2361,arnolds,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2362,gym candy,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2363,juice,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2364,muscle builders,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2365,pumpers,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2366,roids,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2367,stackers,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2368,weight gainers,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
2369,steroids,street_name,testosterone,"hormones/synthetics/modifiers,other",schedule iii
