id,name,name_type,full_generic_name,category,fda_schedule
885,amfepramone,generic_name,amfepramone,"anesthetics,mucosal",schedule iv
886,hooter,street_name,cocaine,"anesthetics,mucosal",schedule ii
887,aminorex,generic_name,aminorex,"anesthetics,mucosal",schedule i
888,hundai,street_name,cocaine,"anesthetics,mucosal",schedule ii
889,butorphanol,generic_name,butorphanol,"anesthetics,mucosal",schedule iv
890,62,street_name,cocaine,"anesthetics,mucosal",schedule ii
891,camazepam,generic_name,camazepam,"anesthetics,mucosal",schedule iv
892,77,street_name,cocaine,"anesthetics,mucosal",schedule ii
893,777,street_name,cocaine,"anesthetics,mucosal",schedule ii
894,cinolazepam,generic_name,cinolazepam,"anesthetics,mucosal",schedule iv
895,921,street_name,cocaine,"anesthetics,mucosal",schedule ii
896,clotiazepam,generic_name,clotiazepam,"anesthetics,mucosal",schedule iv
897,a-1,street_name,cocaine,"anesthetics,mucosal",schedule ii
898,cloxazolam,generic_name,cloxazolam,"anesthetics,mucosal",schedule iv
899,adidas,street_name,cocaine,"anesthetics,mucosal",schedule ii
900,all-american drug,street_name,cocaine,"anesthetics,mucosal",schedule ii
901,ancla,street_name,cocaine,"anesthetics,mucosal",schedule ii
902,angel powder,street_name,cocaine,"anesthetics,mucosal",schedule ii
903,dexfenfluramine,generic_name,dexfenfluramine,"anesthetics,mucosal",schedule iv
904,dichloralphenazone,generic_name,dichloralphenazone,"anesthetics,mucosal",schedule iv
905,apache,street_name,cocaine,"anesthetics,mucosal",schedule ii
906,apodo,street_name,cocaine,"anesthetics,mucosal",schedule ii
907,doxefazepam,generic_name,doxefazepam,"anesthetics,mucosal",schedule iv
908,arriba,street_name,cocaine,"anesthetics,mucosal",schedule ii
909,audi,street_name,cocaine,"anesthetics,mucosal",schedule ii
910,aunt nora,street_name,cocaine,"anesthetics,mucosal",schedule ii
911,ethyl loflazepate,generic_name,ethyl loflazepate,"anesthetics,mucosal",schedule iv
912,azucar,street_name,cocaine,"anesthetics,mucosal",schedule ii
913,baby powder,street_name,cocaine,"anesthetics,mucosal",schedule ii
914,barrato,street_name,cocaine,"anesthetics,mucosal",schedule ii
915,basuco,street_name,cocaine,"anesthetics,mucosal",schedule ii
916,etonitazene,generic_name,etonitazene,"anesthetics,mucosal",schedule i
917,batman,street_name,cocaine,"anesthetics,mucosal",schedule ii
918,fludiazepam,generic_name,fludiazepam,"anesthetics,mucosal",schedule iv
919,bazooka,street_name,cocaine,"anesthetics,mucosal",schedule ii
920,gidazepam,generic_name,gidazepam,"anesthetics,mucosal",schedule iv
921,bazulco,street_name,cocaine,,schedule i
922,halazepam,generic_name,halazepam,"anesthetics,mucosal",schedule iv
923,belushi,street_name,cocaine,"anesthetics,mucosal",schedule ii
924,bernice,street_name,cocaine,"anesthetics,mucosal",schedule ii
925,ketazolam,generic_name,ketazolam,"anesthetics,mucosal",schedule iv
926,bernie,street_name,cocaine,,schedule i
927,bernie’s flakes,street_name,cocaine,"anesthetics,mucosal",schedule ii
928,bernie’s gold dust,street_name,cocaine,"anesthetics,mucosal",schedule ii
929,big bird,street_name,cocaine,"anesthetics,mucosal",schedule ii
930,loprazolam,generic_name,loprazolam,"anesthetics,mucosal",schedule iv
931,big bloke,street_name,cocaine,"anesthetics,mucosal",schedule ii
932,lormetazepam,generic_name,lormetazepam,"anesthetics,mucosal",schedule iv
933,big c,street_name,cocaine,"anesthetics,mucosal",schedule ii
934,medazepam,generic_name,medazepam,"anesthetics,mucosal",schedule iv
935,big flake,street_name,cocaine,"anesthetics,mucosal",schedule ii
936,big rush,street_name,cocaine,"anesthetics,mucosal",schedule ii
937,nimetazepam,generic_name,nimetazepam,"anesthetics,mucosal",schedule iv
938,billie hoke,street_name,cocaine,"anesthetics,mucosal",schedule ii
939,birdie powder,street_name,cocaine,"anesthetics,mucosal",schedule ii
940,pinazepam,generic_name,pinazepam,"anesthetics,mucosal",schedule iv
941,blanca nieves,street_name,cocaine,"anesthetics,mucosal",schedule ii
942,blanco,street_name,cocaine,"anesthetics,mucosal",schedule ii
943,blizzard,street_name,cocaine,"anesthetics,mucosal",schedule ii
944,blowcaine,street_name,cocaine,"anesthetics,mucosal",schedule ii
945,bmw,street_name,cocaine,"anesthetics,mucosal",schedule ii
946,vinbarbital,generic_name,vinbarbital,"anesthetics,mucosal",schedule iii
947,bobo,street_name,cocaine,"anesthetics,mucosal",schedule ii
948,vinylbital,generic_name,vinylbital,"anesthetics,mucosal",schedule iv
949,bolitas,street_name,cocaine,"anesthetics,mucosal",schedule ii
950,bolivian marching powder,street_name,cocaine,"anesthetics,mucosal",schedule ii
951,bombita,street_name,cocaine,"anesthetics,mucosal",schedule ii
952,booger sugar,street_name,cocaine,"anesthetics,mucosal",schedule ii
953,bose,street_name,cocaine,"anesthetics,mucosal",schedule ii
954,bouncing powder,street_name,cocaine,"anesthetics,mucosal",schedule ii
955,brisa,street_name,cocaine,"anesthetics,mucosal",schedule ii
956,bump,street_name,cocaine,"anesthetics,mucosal",schedule ii
957,c-dust,street_name,cocaine,"anesthetics,mucosal",schedule ii
958,caballo,street_name,cocaine,"anesthetics,mucosal",schedule ii
959,caca,street_name,cocaine,"anesthetics,mucosal",schedule ii
960,cadillac,street_name,cocaine,"anesthetics,mucosal",schedule ii
961,california pancakes,street_name,cocaine,"anesthetics,mucosal",schedule ii
962,calves,street_name,cocaine,"anesthetics,mucosal",schedule ii
963,canelon,street_name,cocaine,"anesthetics,mucosal",schedule ii
964,carney,street_name,cocaine,"anesthetics,mucosal",schedule ii
965,furazabol,generic_name,furazabol,"anesthetics,mucosal",schedule iii
966,carrie nation,street_name,cocaine,"anesthetics,mucosal",schedule ii
967,lefetamine,generic_name,lefetamine,"anesthetics,mucosal",schedule iv
968,cebolla,street_name,cocaine,"anesthetics,mucosal",schedule ii
969,cecil,street_name,cocaine,"anesthetics,mucosal",schedule ii
970,cement,street_name,cocaine,"anesthetics,mucosal",schedule ii
971,mesterolone,generic_name,mesterolone,"anesthetics,mucosal",schedule iii
972,colombia,street_name,cocaine,"anesthetics,mucosal",schedule ii
973,colombia,street_name,cocaine,"anesthetics,mucosal",schedule ii
974,norethandrolone,generic_name,norethandrolone,"anesthetics,mucosal",schedule iii
975,crack cocaine,generic_name,crack cocaine,"anesthetics,mucosal",schedule ii
976,phenoperidine,generic_name,phenoperidine,"anesthetics,mucosal",schedule i
977,devil smoke,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
978,dice,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
979,dime special,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
980,dirty basing,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
981,dirty fentanyl,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
982,double yoke,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
983,durin,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
984,eastside player,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
985,egg,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
986,eye opener,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
987,"3,4-methylenedioxy-n-hydroxyamphetamine",generic_name,"3,4-methylenedioxy-n-hydroxyamphetamine","anesthetics,mucosal",schedule i
988,famous dimes,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
989,fat bags,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
990,fifty-one,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
991,fish scales,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
992,freebase,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
993,french fries,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
994,eticyclidine,generic_name,eticyclidine,"anesthetics,mucosal",schedule i
995,garbage rock,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
996,geek,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
997,glo,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
998,haloxazolam,generic_name,haloxazolam,"anesthetics,mucosal",schedule iv
999,golf ball,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1000,gravel,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1001,great white hope,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1002,lisdexamfetamine,generic_name,lisdexamfetamine,"anesthetics,mucosal",schedule ii
1003,grit,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1004,groceries,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1005,mecloqualone,generic_name,mecloqualone,"anesthetics,mucosal",schedule i
1006,hail,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1007,metopon,generic_name,metopon,"anesthetics,mucosal",schedule ii
1008,hamburger helper,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1009,hotcakes,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1010,hubba,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1011,ice cubes,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1012,rolicyclidine,generic_name,rolicyclidine,"anesthetics,mucosal",schedule i
1013,tenocyclidine,generic_name,tenocyclidine,"anesthetics,mucosal",schedule i
1014,jelly beans,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1015,thiamylal,generic_name,thiamylal,"anesthetics,mucosal",schedule iii
1016,α-methylfentanyl,generic_name,α-methylfentanyl,"anesthetics,mucosal",schedule i
1017,kangaroo,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1018,kokoma,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1019,kryptonite,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1020,delorazepam,generic_name,delorazepam,"anesthetics,mucosal",schedule iv
1021,mixed jive,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1022,moon rock,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1023,nickle,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1024,normethadone,generic_name,normethadone,"anesthetics,mucosal",schedule i
1025,nuggets,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1026,one-fifty-one,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1027,zipeprol,generic_name,zipeprol,"anesthetics,mucosal",schedule i
1028,paste,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1029,pebbles,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1030,pee wee,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1031,piedras,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1032,noracymethadol,generic_name,noracymethadol,"anesthetics,mucosal",schedule i
1033,norpipanone,generic_name,norpipanone,"anesthetics,mucosal",schedule i
1034,pony,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1035,primo,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1036,ready rock,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1037,arketamine,generic_name,arketamine,"anesthetics,mucosal",schedule iii
1038,red caps,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1039,rip,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1040,eluxadoline,generic_name,eluxadoline,"anesthetics,mucosal",schedule iv
1041,roca,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1042,rock attack,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1043,adb-chminaca,generic_name,adb-chminaca,"anesthetics,mucosal",schedule i
1044,rocks of hell,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1045,rocky iii,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1046,rooster,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1047,rox,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1048,roxanne,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1049,roz,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1050,schoolcraft,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1051,benzylpiperazine,generic_name,benzylpiperazine,"anesthetics,mucosal",schedule i
1052,scramble,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1053,scruples,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1054,seven-up,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1055,sherms,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1056,sight ball,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1057,slab,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1058,sleet,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1059,speed boat,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1060,square time bomb,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1061,sugar block,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1062,takeover,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1063,top gun,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1064,suvorexant,generic_name,suvorexant,"anesthetics,mucosal",schedule iv
1065,uzi,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1066,bromazepam,generic_name,bromazepam,"anesthetics,mucosal",schedule iv
1067,white ball,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1068,white ghost,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1069,alfentanil,generic_name,alfentanil,"anesthetics,mucosal",schedule ii
1070,white sugar,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1071,white tornado,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1072,wrecking crew,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1073,yahoo,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1074,yale,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1075,yimyom,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1076,51s,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1077,bufotenin,generic_name,bufotenin,"anesthetics,mucosal",schedule i
1078,151s,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1079,501s,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1080,apple jack,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1081,baby t,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1082,fenfluramine,generic_name,fenfluramine,"anesthetics,mucosal",schedule iv
1083,bazooka,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1084,flurazepam,generic_name,flurazepam,"anesthetics,mucosal",schedule iv
1085,beam me up,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1086,beautiful boulders,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1087,beemer,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1088,bill blass,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1089,bings,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1090,bj,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1091,black rock,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1092,blowcaine,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1093,blowout,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1094,bobo,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1095,bolo,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1096,bone crusher,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1097,remifentanil,generic_name,remifentanil,"anesthetics,mucosal",schedule ii
1098,boo-boo,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1099,boulder,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1100,sufentanil,generic_name,sufentanil,"anesthetics,mucosal",schedule ii
1101,breakfast of champions,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1102,bubble gum,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1103,bullion,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1104,zopiclone,generic_name,zopiclone,"anesthetics,mucosal",schedule iv
1105,bump,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1106,ah-7921,generic_name,ah-7921,"anesthetics,mucosal",schedule i
1107,caps,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1108,casper the ghost,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1109,caviar,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1110,cd,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1111,jwh-203,generic_name,jwh-203,"anesthetics,mucosal",schedule i
1112,cheap basing,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1113,pentylone,generic_name,pentylone,"anesthetics,mucosal",schedule i
1114,chewies,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1115,chingy,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1116,clicker,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1117,climax,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1118,cloud nine,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1119,cookies,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1120,crc,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1121,crib,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1122,crunch and munch,street_name,crack cocaine,"anesthetics,mucosal",schedule ii
1123,ecstasy/mdma,generic_name,ecstasy/mdma,,schedule i
1124,ecstasy,street_name,ecstasy/mdma,,schedule i
1125,mdma,street_name,ecstasy/mdma,,schedule i
1126,molly,street_name,ecstasy/mdma,,schedule i
1127,baby slits,street_name,ecstasy/mdma,,schedule i
1128,beans,street_name,ecstasy/mdma,,schedule i
1129,blue kisses,street_name,ecstasy/mdma,,schedule i
1130,blue superman,street_name,ecstasy/mdma,,schedule i
1131,booty juice,street_name,ecstasy/mdma,,schedule i
1132,chocolate chips,street_name,ecstasy/mdma,,schedule i
1133,dancing shoes,street_name,ecstasy/mdma,,schedule i
1134,decadence,street_name,ecstasy/mdma,,schedule i
1135,disco biscuits,street_name,ecstasy/mdma,,schedule i
1136,domex,street_name,ecstasy/mdma,,schedule i
1137,e-bomb,street_name,ecstasy/mdma,,schedule i
1138,egg rolls,street_name,ecstasy/mdma,,schedule i
1139,goog,street_name,ecstasy/mdma,,schedule i
1140,green apple,street_name,ecstasy/mdma,,schedule i
1141,happy pill,street_name,ecstasy/mdma,,schedule i
1142,clobazam,generic_name,clobazam,benzodiazepine,schedule iv
1143,hug,street_name,ecstasy/mdma,,schedule i
1144,hug drug,street_name,ecstasy/mdma,,schedule i
1145,kleenex,street_name,ecstasy/mdma,,schedule i
1146,love doctor,street_name,ecstasy/mdma,,schedule i
1147,love drug,street_name,ecstasy/mdma,,schedule i
1148,love flip,street_name,ecstasy/mdma,,schedule i
1149,love potion #9,street_name,ecstasy/mdma,,schedule i
1150,love trip,street_name,ecstasy/mdma,,schedule i
1151,lover’s speed,street_name,ecstasy/mdma,,schedule i
1152,malcolm x,street_name,ecstasy/mdma,,schedule i
1153,moon rock,street_name,ecstasy/mdma,,schedule i
1154,ibogaine,generic_name,ibogaine,,schedule i
1155,pingaz,street_name,ecstasy/mdma,,schedule i
1156,pingers,street_name,ecstasy/mdma,,schedule i
1157,rolls,street_name,ecstasy/mdma,,schedule i
1158,scooby snacks,street_name,ecstasy/mdma,,schedule i
1159,skittle,street_name,ecstasy/mdma,,schedule i
1160,pemoline,generic_name,pemoline,drug,schedule iv
1161,smacks,street_name,ecstasy/mdma,,schedule i
1162,slits,street_name,ecstasy/mdma,,schedule i
1163,phendimetrazine,generic_name,phendimetrazine,drug,schedule iii
1164,smarties,street_name,ecstasy/mdma,,schedule i
1165,speed for lovers,street_name,ecstasy/mdma,,schedule i
1166,sweets,street_name,ecstasy/mdma,,schedule i
1167,talbutal,generic_name,talbutal,barbiturate,schedule iii
1168,tacha,street_name,ecstasy/mdma,,schedule i
1169,thizz,street_name,ecstasy/mdma,,schedule i
1170,triple stacks,street_name,ecstasy/mdma,,schedule i
1171,uppers,street_name,ecstasy/mdma,,schedule i
1172,vitamin e,street_name,ecstasy/mdma,,schedule i
1173,vitamin x,street_name,ecstasy/mdma,,schedule i
1174,vowels,street_name,ecstasy/mdma,,schedule i
1175,white mercedes,street_name,ecstasy/mdma,,schedule i
1176,butabarbital,generic_name,butabarbital,aid,schedule iii
1177,xtc,street_name,ecstasy/mdma,,schedule i
1178,butalbital,generic_name,butalbital,barbiturate,schedule iii
1179,yokes,street_name,ecstasy/mdma,,schedule i
1180,butylone,generic_name,butylone,entactogen,schedule i
1181,hydrocodone,generic_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1182,norco,brand_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1183,vicodin,brand_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1184,lorcet,brand_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1185,357s,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1186,bananas,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1187,dones,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1188,estazolam,generic_name,estazolam,opioid-containing antitussives/expectorants,schedule iv
1189,dro,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1190,droco,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1191,fluff,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1192,hydros,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1193,idiot pills,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1194,lemonade,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1195,lorries,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1196,scratch,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1197,tabs,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1198,triple v,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1199,methylone,generic_name,methylone,opioid-containing antitussives/expectorants,schedule i
1200,veeks,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1201,vics,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1202,vikes,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1203,v-itamin,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1204,oxandrolone,generic_name,oxandrolone,opioid-containing antitussives/expectorants,schedule iii
1205,watsons-387,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1206,watsons,street_name,hydrocodone,opioid-containing antitussives/expectorants,schedule ii
1207,dilaudid,street_name,hydromorphone,opioid analgesics,schedule ii
1208,pentobarbital,generic_name,pentobarbital,opioid analgesics,schedule ii
1209,phenmetrazine,generic_name,phenmetrazine,opioid analgesics,schedule ii
1210,dillies,street_name,hydromorphone,opioid analgesics,schedule ii
1211,k4,street_name,hydromorphone,opioid analgesics,schedule ii
1212,needle candy,street_name,hydromorphone,opioid analgesics,schedule ii
1213,footballs,street_name,hydromorphone,opioid analgesics,schedule ii
1214,juice,street_name,hydromorphone,opioid analgesics,schedule ii
1215,smack,street_name,hydromorphone,opioid analgesics,schedule ii
1216,quazepam,generic_name,quazepam,opioid analgesics,schedule iv
1217,methamphetamine,generic_name,methamphetamine,amphetamines,schedule ii
1218,diablo,street_name,methamphetamine,amphetamines,schedule ii
1219,evil sister,street_name,methamphetamine,amphetamines,schedule ii
1220,eye glasses,street_name,methamphetamine,amphetamines,schedule ii
1221,fizz,street_name,methamphetamine,amphetamines,schedule ii
1222,foco,street_name,methamphetamine,amphetamines,schedule ii
1223,frio,street_name,methamphetamine,amphetamines,schedule ii
1224,gak,street_name,methamphetamine,amphetamines,schedule ii
1225,garbage,street_name,methamphetamine,amphetamines,schedule ii
1226,acetylmethadol,generic_name,acetylmethadol,amphetamines,schedule i
1227,g-funk,street_name,methamphetamine,amphetamines,schedule ii
1228,alphamethadol,generic_name,alphamethadol,amphetamines,schedule i
1229,gifts,street_name,methamphetamine,amphetamines,schedule ii
1230,benzethidine,generic_name,benzethidine,amphetamines,schedule i
1231,betamethadol,generic_name,betamethadol,amphetamines,schedule i
1232,go-fast,street_name,methamphetamine,amphetamines,schedule ii
1233,go-go,street_name,methamphetamine,amphetamines,schedule ii
1234,clonitazene,generic_name,clonitazene,amphetamines,schedule i
1235,goofball,street_name,methamphetamine,amphetamines,schedule ii
1236,groceries,street_name,methamphetamine,amphetamines,schedule ii
1237,diampromide,generic_name,diampromide,amphetamines,schedule i
1238,hard ones,street_name,methamphetamine,amphetamines,schedule ii
1239,hare,street_name,methamphetamine,amphetamines,schedule ii
1240,dimenoxadol,generic_name,dimenoxadol,amphetamines,schedule i
1241,hawaiian salt,street_name,methamphetamine,amphetamines,schedule ii
1242,dimepheptanol,generic_name,dimepheptanol,amphetamines,schedule i
1243,hielo,street_name,methamphetamine,amphetamines,schedule ii
1244,dimethylamphetamine,generic_name,dimethylamphetamine,amphetamines,schedule i
1245,hiropon,street_name,methamphetamine,amphetamines,schedule ii
1246,dimethylheptylpyran,generic_name,dimethylheptylpyran,amphetamines,schedule i
1247,hot ice,street_name,methamphetamine,amphetamines,schedule ii
1248,dioxaphetyl butyrate,generic_name,dioxaphetyl butyrate,amphetamines,schedule i
1249,hubbers,street_name,methamphetamine,amphetamines,schedule ii
1250,embutramide,generic_name,embutramide,amphetamines,schedule iii
1251,ethoheptazine,generic_name,ethoheptazine,amphetamines,schedule iv
1252,ice cream,street_name,methamphetamine,amphetamines,schedule ii
1253,etoxeridine,generic_name,etoxeridine,amphetamines,schedule i
1254,ice water,street_name,methamphetamine,amphetamines,schedule ii
1255,furethidine,generic_name,furethidine,amphetamines,schedule i
1256,icehead,street_name,methamphetamine,amphetamines,schedule ii
1257,jale,street_name,methamphetamine,amphetamines,schedule ii
1258,jug of water,street_name,methamphetamine,amphetamines,schedule ii
1259,morpheridine,generic_name,morpheridine,amphetamines,schedule i
1260,l.a. glass,street_name,methamphetamine,amphetamines,schedule ii
1261,myrophine,generic_name,myrophine,amphetamines,schedule i
1262,l.a. ice,street_name,methamphetamine,amphetamines,schedule ii
1263,n-ethyl-3-piperidyl benzilate,generic_name,n-ethyl-3-piperidyl benzilate,amphetamines,schedule i
1264,lemons,street_name,methamphetamine,amphetamines,schedule ii
1265,n-methyl-3-piperidyl benzilate,generic_name,n-methyl-3-piperidyl benzilate,amphetamines,schedule i
1266,lemon drop,street_name,methamphetamine,amphetamines,schedule ii
1267,norpethidine,generic_name,norpethidine,amphetamines,schedule ii
1268,light beige,street_name,methamphetamine,amphetamines,schedule ii
1269,pepap,generic_name,pepap,amphetamines,schedule i
1270,livianas,street_name,methamphetamine,amphetamines,schedule ii
1271,pethidine intermediate a,generic_name,pethidine intermediate a,amphetamines,schedule ii
1272,madera,street_name,methamphetamine,amphetamines,schedule ii
1273,phenampromide,generic_name,phenampromide,amphetamines,schedule i
1274,mamph,street_name,methamphetamine,amphetamines,schedule ii
1275,proheptazine,generic_name,proheptazine,amphetamines,schedule i
1276,meth,street_name,methamphetamine,amphetamines,schedule ii
1277,methlies quick,street_name,methamphetamine,amphetamines,schedule ii
1278,25i-nbome,generic_name,25i-nbome,amphetamines,schedule i
1279,mexican crack,street_name,methamphetamine,amphetamines,schedule ii
1280,mexican crank,street_name,methamphetamine,amphetamines,schedule ii
1281,miss girl,street_name,methamphetamine,amphetamines,schedule ii
1282,montura,street_name,methamphetamine,amphetamines,schedule ii
1283,"cp 47,497",generic_name,"cp 47,497",amphetamines,schedule i
1284,muchacha,street_name,methamphetamine,amphetamines,schedule ii
1285,nails,street_name,methamphetamine,amphetamines,schedule ii
1286,one pot,street_name,methamphetamine,amphetamines,schedule ii
1287,jwh-200,generic_name,jwh-200,amphetamines,schedule i
1288,no-doze,street_name,methamphetamine,amphetamines,schedule ii
